producto_id,nombre,caso,comportamiento_propuesto
2505,SIERRA CILINDRICA DIAMANTADA 44MM COVO,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-121
2506,SIERRA CILINDRICA DIAMANTADA 54MM COVO,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-122
2522,SILLA PLASTICA BLANCA,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-123
2532,SOPORTE DE PUNTA INGCO C/LIMITE 238A HEX,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-124
2533,"SOPORTE PARA TV 26""A 65 TROEN",con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-125
2549,"STA - TIJERA D JARDINERIA 8"" (STANLEY)",con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-126
2555,STA-AYUDANTE DE PLOMERO 87448,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-127
2556,"STA-CAJA DE HERRAMIENTAS 16""",con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-128
2561,STA-CIZALLA 30,con_depto_sin_categoria (Herramientas Manuales),placeholder XX -> HMXX-032
2563,STA-DESTORNI COPA 3/16,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-129
2564,STA-DESTORNI PALETA CORTO FINO,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-130
2568,STA-DESTORNI PALETA LARGO GRUESO,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-131
2571,STA-JGO DESTOR PRO 6PZ PTA MAGNET 69170,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-132
2572,STA-JGO LLAVES COMBINADAS PULG 86970,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-133
2583,STA-PATA DE CABRA 55526,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-134
2585,STA-RASP MINI CUCHILLA 28100,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-135
2591,"STA-TIJERA 30MM 12"" 14558",con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-136
2592,STA-TIJERAS P/PODAR,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-137
2593,SULFATO DE ALUMINIO,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-138
2678,"TAK-INGLETEADORA 10"" 255 MM 1600 WATTS",con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-139
2700,"TAPA HUECO P/LAV 1-1/2"" (GRIVEN)",con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-140
2703,"TAPA.. REGISTRO 2"" C/CUELLO",con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-141
2704,TAPA.. REGISTRO 3 BRONCE,con_depto_sin_categoria (Linea Plomeria),placeholder XX -> LPXX-010
2705,TAPON AUDITIVO NARANJA,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-142
2731,"TE - CONECTOR PLÁSTICO 1""",con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-001
2761,TEIPE AUTOSOLDABLE 23 19MM,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-143
2765,TERMOSTATO K50-P1133,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-144
2766,TIJERA P/PODAR BELLOTA.,con_depto_sin_categoria (linea agricola),placeholder XX -> LAXX-005
2767,TIJERA PARA CORTAR TUBO PVC PESADA,con_depto_sin_categoria (Linea Plomeria),placeholder XX -> LPXX-011
2768,TIJERA PARA JARDINERIA GARDEN,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-145
2769,TIMER LAVADORA 2TINA 6 CABL,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-146
2770,TIRRA BLANCO 3.5*370M,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-147
2771,TIRRA BLANCO 3.6X250MM 100PC,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-148
2772,TIRRA BLANCO 3.6X300MM 100PC,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-149
2773,TIRRA BLANCO 3.6X450MM 100PC,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-150
2776,TIRRA NEGRO Y BLANCO 8*200*,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-151
2777,TIRRAJE ACERO INOXIDABLE 4.6x350mm (COVO,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-152
2778,"TIRRAJE NYLON BLANCO 12"" 4.8x300MM",con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-153
2779,"TIRRAJE NYLON BLANCO 14"" 4.8x350MM",con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-154
2780,"TIRRAJE NYLON BLANCO 8"" 2 .5x200",con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-155
2781,TIRRAJE NYLON NEGRO 4.8 - 500MM (EXXEL),con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-156
2782,TIRRAJE NYLON NEGRO 4.8 -250MM COVO,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-157
2783,TIZA P/HERRERO,con_depto_sin_categoria (Linea Herreria),placeholder XX -> LHXX-002
2784,TOBO C/TAPA 150LTS,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-158
2787,TOMA SENCILLO 110V ECONOMICO,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-159
2902,TQ-TANQUE HIDROCOMP 12L KIT GRIVEN,con_depto_sin_categoria (Linea Plomeria),placeholder XX -> LPXX-012
2911,TRAMPA DE RATON,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-160
2912,"TRAMPA PARA RATAS 7"" (EXXEL)",con_depto_sin_categoria (Linea Plomeria),placeholder XX -> LPXX-013
2915,TRIPA 26 SOLDIER,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-161
2916,TRIPA P/RUEDA 10,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-162
2917,"TRIPA PARA RUEDA DE CARRUCHA 10"" (EXXEL)",con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-163
2919,"TRONZAD 14"" D28710-B3 DEWALT",con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-164
2920,"TRONZAD 14"" RUN",con_depto_sin_categoria (Herramientas Electricas),placeholder XX -> HEXX-005
2921,"TRONZAD 14"" TAKIMA",con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-165
2937,U- ANILLO 1/2 PLAST (AZUL),con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-001
2938,U- ANILLO 3/4 PLAST AZUL,con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-002
2941,"U- ANILLO. 2"" PLAST (AZUL)",con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-003
2942,U- BOTELLA 1 * 1/2 PASTICO (NEGRO),con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-004
2943,U- BOTELLA 1 * 3/4 PASTICO (NEGRO),con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-005
2944,U- BOTELLA 3/4*1/2 PLAST (AZUL),con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-006
2945,"U- BUSHING 1 1/2"" x 1 1/4""",con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-007
2946,U- BUSHING 3/4*1/2 PLAST (AZUL),con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-008
2947,U- BUSHING. 1 * 3/4 PLAST,con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-009
2948,U- BUSHING. 1 1/2 * 3/4 PLAST (NEGRO),con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-010
2949,U- BUSHING. 1*1/2 PLAST,con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-011
2951,U- BUSHING. 2 * 1 1/2 PLAST (NEGRO),con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-012
2953,U- CODO 1/2*90 PLAST (AZUL),con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-013
2955,"CODO SCH80 TUBOMAX 90° 3/4"" ROSCA A/FRIA PVC UNITECA",con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-014
2957,"U- CODO. 1""*90 PLAST (AZUL)",con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-015
2958,U- CODO. 1.1/2 PLAST (AZUL),con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-016
2960,"U- CODO. 2"" PLAST (AZUL)",con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-017
2961,"JUNTA DRESSER 1/2"" A/FRIA PLAST. FEMOI",con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-018
2962,"JUNTA DRESSER 3/4"" A/FRIA PLAST. FEMOI",con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-019
2963,"U- JUNTA DRESS. 1 1/2""PLAST",con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-020
2964,"U- JUNTA DRESS. 1""PLAST",con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-021
2966,U- TAPA 3/4 PLAST (AZUL),con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-022
2967,"U- TAPA. 1"" PLAST (AZUL)",con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-023
2968,"U- TAPA. 1.1/2"" PLAST (AZUL)",con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-024
2969,"U- TAPA. 2"" PLAST (AZUL)",con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-025
2970,U- TAPON 1/2 PLAST (AZUL),con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-026
2971,U- TAPON 3/4 PLAST (AZUL),con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-027
2972,"U- TAPON. 1"" PLAST (AZUL)",con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-028
2974,"U- TAPON. 2"" PLAST (AZUL)",con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-029
2975,U- TEE 1/2 PLAST (AZUL),con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-030
2976,U- TEE 3/4 PLAST (AZUL),con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-031
2977,"U- TEE. 1"" PLAST (AZUL)",con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-032
2978,U- TEE. 1.1/2 PLAST (AZUL),con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-033
2991,U- UNION PATENT 1/2 PLAST,con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-034
2993,"U- UNION PATENT. 1"" PLAST",con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-035
2996,"U- UNION PATENT. 2"" PLAST",con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-036
2999,UNIÓN COMPRENSIÓN 3/8,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-166
3001,UÑAS DE LAVAMANOS PQÑA PAR,con_depto_sin_categoria (Linea Plomeria),placeholder XX -> LPXX-014
3017,VALVULA MAXI-FLUX BOTÓN (BELT-G),con_depto_sin_categoria (Linea Plomeria),placeholder XX -> LPXX-015
3047,VARILLA BRONCE REVESTIDA,con_depto_sin_categoria (Linea Herreria),placeholder XX -> LHXX-003
3057,VENTANA PVC 1.20 X 1M DT15-YZJ10121,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-167
3058,VENTANA PVC 1X1M DT15-YZJ10111,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-168
3059,"VENTILADOR 18"" BUJE C/COBRE",con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-169
3061,VERNIER DIGITAL PLAST 150mm (EXXEL),con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-170
3115,VIDRIO P/CARETA TRANSPARENTE,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-171
3154,YEE P/LAVADORA METAL (LF),con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-172
3155,YEE P/LAVADORA PCP,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-173
3158,ZOCALO PARA BICHOS NEGRO GOMA EXXEL,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-174
3191,BARRA ATERRAMIENTO 1.5mts 5/8 CUPERMAN,con_depto_sin_categoria (Linea Construccion),placeholder XX -> LCXX-004
3198,BASE P/ FOTOCELDA CON SOPORTE METALICO,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-002
3199,BATERIA RECARGABLE LAMPARA EMERGENCIA 6V,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-003
3200,BOLSITA GRAVA COLORES,con_depto_sin_categoria (Linea Construccion),placeholder XX -> LCXX-005
3330,CAL SECA KL,con_depto_sin_categoria (Linea Construccion),placeholder XX -> LCXX-006
3334,CEMENTO BLANCO POR KILO,con_depto_sin_categoria (Linea Construccion),placeholder XX -> LCXX-007
3336,CINTA PASACABLE 5MM*20MTS,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-004
3337,CINTA PASACABLE 5MM*30MTS,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-005
3338,"CLAVO P/MADERA S/CABEZA 1""",con_depto_sin_categoria (Linea Construccion),placeholder XX -> LCXX-008
3339,CLAVO P/MADERA S/CABEZA 1.1/2,con_depto_sin_categoria (Linea Construccion),placeholder XX -> LCXX-009
3340,CLAVO P/MADERA S/CABEZA 1.1/4,con_depto_sin_categoria (Linea Construccion),placeholder XX -> LCXX-010
3341,CLAVO P/MADERA S/CABEZA 2 1/2,con_depto_sin_categoria (Linea Construccion),placeholder XX -> LCXX-011
3342,"CLAVO P/MADERA S/CABEZA 2""",con_depto_sin_categoria (Linea Construccion),placeholder XX -> LCXX-012
3343,CLAVO P/MADERA S/CABEZA 3/4,con_depto_sin_categoria (Linea Construccion),placeholder XX -> LCXX-013
3344,CLAVO PARA ZINC DE 2 1/2*20MM,con_depto_sin_categoria (Linea Construccion),placeholder XX -> LCXX-014
3345,"CLAVO PUNTA PARIS 1-1/2"" x KILO (EXXE",con_depto_sin_categoria (Linea Construccion),placeholder XX -> LCXX-015
3346,"CLAVO PUNTA PARIS 2"" X12 KILO (EXXE",con_depto_sin_categoria (Linea Construccion),placeholder XX -> LCXX-016
3348,"CLAVO PUNTA PARIS 3""X9 KILO (EXXE",con_depto_sin_categoria (Linea Construccion),placeholder XX -> LCXX-017
3351,CLAVO/ACERO 2 1/2 UND,con_depto_sin_categoria (Linea Construccion),placeholder XX -> LCXX-018
3354,CLAVO/ACERO LISO 1 BOLSITA,con_depto_sin_categoria (Linea Construccion),placeholder XX -> LCXX-019
3355,CLAVO/ACERO LISO 3/4 BOLSITA,con_depto_sin_categoria (Linea Construccion),placeholder XX -> LCXX-020
3356,"CLAVO/MADERA 2 1/2""",con_depto_sin_categoria (Linea Construccion),placeholder XX -> LCXX-021
3362,CONECTOR CABLE COAXIAL RG6,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-006
3363,CONECTOR P/BARRA ATERRAMIENTO,con_depto_sin_categoria (Linea Construccion),placeholder XX -> LCXX-022
3365,CONECTOR ROJO P/CABLE RG6 PONCHAR,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-007
3423,"EXTRACTOR DE AIRE 10"" 110V WEQUP",con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-008
3425,"EXTRACTOR DE AIRE 8"" 110V WEQUP",con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-009
3427,FLEXICON PLASTICO NEGRO 1/2,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-010
3428,FLEXICON PLASTICO NEGRO 3/4,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-011
3429,FOTOCELDA CON BASE EXCELINE TEMPORI,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-012
3430,FOTOCELDA DE 15AMP,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-013
3431,FOTOCELDA SIN BASE VITRON,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-014
3442,FUSIBLE MOCROONDAS 10AMP,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-015
3443,GRAPA P/ ALMBRE PUA 1X9 EXXEL,con_depto_sin_categoria (Linea Construccion),placeholder XX -> LCXX-023
3445,GRAPAS P/ CABLE 14,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-016
3446,GRAPAS P/CABLE,con_depto_sin_categoria (Linea Construccion),placeholder XX -> LCXX-024
3447,GRAVA MEDIA,con_depto_sin_categoria (Linea Construccion),placeholder XX -> LCXX-025
3448,GUAYA ACERO GALV 1/8 MTS,con_depto_sin_categoria (Linea Construccion),placeholder XX -> LCXX-026
3449,GUIA PASACABLE PVC40 10M EXXEL,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-017
3450,GUIA PASACABLE PVC40 25M EXXEL,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-018
3514,IMPRIMANTE GALON,con_depto_sin_categoria (Impermeabilizacion),placeholder XX -> IMXX-005
3515,IN- CLAVO P/HORMIGÓN 38mm1000PZAS (INGCO,con_depto_sin_categoria (Herramientas Manuales),placeholder XX -> HMXX-033
3516,IN- GRAPAS T/CLAVOS 10MM (INGCO),con_depto_sin_categoria (Herramientas Manuales),placeholder XX -> HMXX-034
3517,IN- GRAPAS TIPO CLAVOS 30MM DETALLADAS,con_depto_sin_categoria (Herramientas Manuales),placeholder XX -> HMXX-035
3518,IN- GRAPAS TIPO CLAVOS 35MM (INGCO),con_depto_sin_categoria (Herramientas Manuales),placeholder XX -> HMXX-036
3519,IN- GRAPAS TIPO CLAVOS 50MM (INGCO),con_depto_sin_categoria (Herramientas Manuales),placeholder XX -> HMXX-037
3520,IN- GRAPAS TIPO/CLAVOS 10mm (INGCO),con_depto_sin_categoria (Herramientas Manuales),placeholder XX -> HMXX-038
3522,IN- PONCHADORA CABLE RED,con_depto_sin_categoria (Herramientas Manuales),placeholder XX -> HMXX-039
3523,JUEGO DE CABLE DE VOLTIMETRO,con_depto_sin_categoria (Herramientas Manuales),placeholder XX -> HMXX-040
3533,LAMPARA DE 32 COMPLETA,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-019
3534,LAMPARA DE 32 SOLA,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-020
3535,LAMPARA PLAFON VIDRIO REDONDO ECON,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-021
3580,OCCIFRISO OCCIDENTE 20KG,con_depto_sin_categoria (Linea Construccion),placeholder XX -> LCXX-027
3581,OJO DE BUEY Base,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-022
3616,P. SPRAY BLANCO BRILLANTE 130GR PEQÑ,con_depto_sin_categoria (Linea Pinturas),placeholder XX -> LIXX-001
3621,P. SPRAY FONDO NEGRO ANTICORRO,con_depto_sin_categoria (Linea Pinturas),placeholder XX -> LIXX-002
3626,P. SPRAY NEGRO BRILLANTE 130GR PQÑ,con_depto_sin_categoria (Linea Pinturas),placeholder XX -> LIXX-003
3631,P. SPRAY ORO (MEGAPRO),con_depto_sin_categoria (Linea Pinturas),placeholder XX -> LIXX-004
3762,PULSADOR TIMBRE VARIOS,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-023
3768,RD-TORNILLO P/DEZMAL,con_depto_sin_categoria (Linea Construccion),placeholder XX -> LCXX-028
3769,Regleta Elec Blanca 6 Tomas 2000W VITR,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-024
3771,REGLETA 8 TOMAS (VITRON),con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-025
3772,RELAY DE ARRANQUE 1/3HP,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-026
3773,RELAY DE ARRANQUE 1/4HP,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-027
3774,RELAY DE ARRANQUE 1/6HP,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-028
3794,SACO ARENA P/FILTRO,con_depto_sin_categoria (Linea Construccion),placeholder XX -> LCXX-029
3795,SACO GRAVA FINA PARA GRAFIAR,con_depto_sin_categoria (Linea Construccion),placeholder XX -> LCXX-030
3798,SACOS BLANCO 50KG,con_depto_sin_categoria (Linea Construccion),placeholder XX -> LCXX-031
3805,SENSOR P/FOTOCELDA MINI 6AM (VERT),con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-029
3823,SPLINTER 2 VIAS P/ CABLE COAXIAL,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-030
3824,SPLINTER 3 VIAS P/ CABLE COAXIAL,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-031
3825,STA-JGO DESTOR PRO 6PZAS P/TUERCAS,con_depto_sin_categoria (Linea Construccion),placeholder XX -> LCXX-032
3828,STARTE FS-4 LULI,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-032
3844,TAPA P/ INTERRUPTOR SENCILLO,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-033
3848,TERMICO PROTECTOR 1/3HP,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-034
3849,TERMICO PROTECTOR 1/4HP,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-035
3850,TERMICO PROTECTOR 1/6HP,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-036
3851,TERMINAL HEMBRA FORRADO,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-037
3854,TICINO 601 32AMP LUMI,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-038
3857,TIMBRE C/PLACA ROCKWELL ELECT,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-039
3858,TIMBRE DIN DON LUMI,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-040
3859,TIMBRE INALAMBRICO DOORBELL,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-041
3860,TIMBRE MELODIA SUPERFICIAL 110-130V,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-042
3861,TIMBRE PULSADOR SIEMENS,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-043
3918,UNION P/CABLE COAXIAL,con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-044
3921,VERT -BOMBILLO LED DICROICO 5 W (EXXEL),con_depto_sin_categoria (Linea Electricidad),placeholder XX -> LEXX-045
4077,"ESCUADRA MAGNETICA 4"" MULTIUSO COVO",sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-002; migrar a depto real despues
4078,"ESCUADRA MAGNETICA 3"" MULTIUSO COVO",sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-003; migrar a depto real despues
4083,LANA DE ACERO #3 400G COVO,sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-004; migrar a depto real despues
4084,LANA DE ACERO #5 100G COVO,sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-005; migrar a depto real despues
4085,LANA DE ACERO #3 100G COVO,sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-006; migrar a depto real despues
4086,"LLAVE PARA DUCHA 1/2"" GRIVEN",sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-007; migrar a depto real despues
4088,"VALVULA 3/4"" DE PVC SIN ROSCA GRIVEN",sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-008; migrar a depto real despues
4093,"DESTORNILLADOR DE ESTRIA CONFORT GRIP 6"" X PH2 COVO",sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-009; migrar a depto real despues
4094,MEDIDOR DE DISTANCIA LASER 50M COVO,sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-010; migrar a depto real despues
4095,JUEGO DE DESTORNILLADORES 26 PZAS COVO,con_depto_sin_categoria (Herramientas Manuales),placeholder XX -> HMXX-041
4096,SEPARADORES DE CERAMICAS 3MM 150 PZAS COVO,sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-011; migrar a depto real despues
4097,SEPARADORES DE CERAMICAS 5MM 100 PZAS COVO,sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-012; migrar a depto real despues
4098,SEPARADORES DE CERAMICAS 2MM 200 PZAS COVO,sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-013; migrar a depto real despues
4099,SUELDA TODO EPOXI 25G COVO,sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-014; migrar a depto real despues
4101,BATERIA DE ION LITIO 20V 2AH COVO,sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-015; migrar a depto real despues
4103,CARGADOR DE BATERIA ION LITIO COVO,sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-016; migrar a depto real despues
4105,"ASPERSOR AUTOMATICO 3/4"" GRIVEN",sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-017; migrar a depto real despues
4108,JUEGO DE LLAVES ALLEN PUNTA ESFERICA 7PZAS COVO,con_depto_sin_categoria (Herramientas Manuales),placeholder XX -> HMXX-042
4111,DESAGUE PUSH PARA LAVAMANOS SIN REBOSADERO GRIVEN BASIC,sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-018; migrar a depto real despues
4117,"VALVULA 1/2"" DE BRONCE LIVIANA GRIVEN",sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-019; migrar a depto real despues
4123,"LLAVE PARA DUCHA 1/2"" INDIVIDUAL GRIVEN",sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-020; migrar a depto real despues
4126,SOLDADURA PVC CONDICIONES HUMEDAS 4ONZ GRIVEN,sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-021; migrar a depto real despues
4127,SELLADOR DE SILICONA TRANSPARENTE 85G COVO,sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-022; migrar a depto real despues
4128,FREGADERO INDIVIDUAL 64 X 56 CM ACERO INOXIDABLE GRIVEN (1PZAS),sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-023; migrar a depto real despues
4129,"DESAGUE PARA LAVAMANOS 1 1/4"" X 21CM PUSH GRANDE GRIVEN",sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-024; migrar a depto real despues
4130,SET DE DESTORNILLADORES 2 PIEZAS PALETA Y ESTRIA COVO,sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-025; migrar a depto real despues
